mass_kg,grade_deg,steady_force_N,wheel_output_torque_Nm,minimum_uniform_mu,wheel_output_torque_Nm_at_accel_0p1
15.0,14.25,44.76350533684978,1.5667226867897426,0.3139676464749437,1.6192226867897428
15.0,14.5,45.37569255316989,1.5881492393609464,0.31861758435589027,1.6406492393609464
15.0,14.75,45.98701588171143,1.6095455558599001,0.3232780284372659,1.6620455558599
15.0,15.0,46.59746368375944,1.6309112289315806,0.3279491924311227,1.683411228931581
15.0,15.25,47.20702433726772,1.6522458518043703,0.33263129185209495,1.7047458518043703
15.0,15.5,47.81568623708007,1.6735490182978028,0.33732454405983847,1.7260490182978028
15.0,15.75,48.4234377951513,1.6948203228302956,0.3420291683021531,1.7473203228302958
15.0,16.0,49.03026744076779,1.7160593604268728,0.3467453857588079,1.7685593604268728
15.0,16.25,49.63616362076782,1.7372657267268738,0.3514734195860876,1.7897657267268738
15.0,16.5,50.24111479976148,1.758439017991652,0.35621349496208027,1.8109390179916522
15.0,16.75,50.845109460350386,1.7795788311122638,0.3609658391327281,1.8320788311122638
15.0,17.0,51.448136103346805,1.8006847636171384,0.3657306814586604,1.8531847636171384
15.0,17.25,52.050183247992706,1.8217564136797448,0.370508253462831,1.8742564136797448
15.0,17.5,52.651239432178286,1.8427933801262402,0.3752987888789835,1.8952933801262402
15.0,17.75,53.25129321266021,1.8637952624431076,0.3801025237009637,1.9162952624431075
15.0,18.0,53.85033316527945,1.884761660784781,0.3849196962329063,1.937261660784781
15.0,18.25,54.448347885178805,1.9056921759812584,0.38975054714031665,1.9581921759812584
15.0,18.5,55.045325987020036,1.9265864095457015,0.39459531950207316,1.9790864095457015
15.0,18.75,55.6412561052006,1.947443963682021,0.3994542588633758,1.9999439636820213
15.0,19.0,56.236126894070075,1.9682644412924528,0.40432761328966527,2.020764441292453
15.0,19.25,56.8299270281461,1.9890474459851137,0.40921563342153994,2.0415474459851137
15.0,19.5,57.42264520233009,2.009792582081553,0.414118572530698,2.0622925820815534
